sdt_SID,sdt_Validity,sdt_Target,sdt_nontargetContrast,det_dPrime,det_crit,dis_dPrime,dis_crit
"S0018",1,2,3,4.51218207351094,0.309188260513052,3.40208032768378,-0.318046036741252
"S0018",2,2,3,4.33221350578466,-2.22044604925031e-16,2.71030204866581,-0.534358936000525
"S0018",3,2,3,4.33221350578466,-2.22044604925031e-16,3.06824108870509,-0
"S0019",1,1,1,4.04265573437967,-0.289663471067587,1.48265362099348,-0.261821157165792
"S0019",2,1,1,3.21006026712599,0.0709095892104487,1.46007289201856,0.134857912676003
"S0019",3,1,1,4.03184887756003,0.407271756228529,1.00786207466735,-0.463490528768028
"S0019",1,2,1,3.41982825880203,-0.326920002300375,1.76037500718302,-0.263793346326621
"S0019",2,2,1,3.23765071680233,-0.804370836607381,1.6635683201668,-0.0553623989354743
"S0019",3,2,1,3.01308124779766,-0.356191243522822,1.06843859021777,-0.330675063576398
"S0019",1,1,2,3.92078110837066,-0.604888743083196,1.42856786196778,-0.340188520786165
"S0019",2,1,2,3.60030691257871,-0.365953296602975,1.20578592298325,0.28425359752725
"S0019",3,1,2,4.33221350578466,-2.22044604925031e-16,0.831710016411633,-0.734494372170192
"S0019",1,2,2,3.64931151230054,-0.740623541118256,1.45619797721637,-0.239322577493516
"S0019",2,2,2,2.47477255858726,-0.928720473598698,2.03749593939488,-0.131601410678566
"S0019",3,2,2,2.81694405933681,-0.757634723223926,0.807415775079045,-0.0850685235751472
"S0019",1,1,3,4.51218207351094,0.309188260513052,1.54630934987526,-0.180170120955997
"S0019",2,1,3,3.01308124779766,0.356191243522822,1.86169746635912,-0.0892274996066437
"S0019",3,1,3,3.41386060824365,0.459176448770503,1.22236590703883,-0.180455654223959
"S0019",1,2,3,3.5943962635439,0.065533735649703,2.13623014658922,-0.303405399508222
"S0019",2,2,3,3.85672838247723,-0.237742561653716,1.34897950039216,-0
"S0019",3,2,3,3.60030691257871,0.365953296602975,1.58473767995115,-0.708717106068448
"S0070",1,1,1,4.01660656148311,-0.145571413319902,2.92513415497662,0.162413644124888
"S0070",2,1,1,3.5386715901951,-0.093396072324104,2.26195521649032,-0
